,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
248,2021-07-30,33077.94120990626,29245.613556650766,42462.39106401332,33077.94120990626,33077.94120990626,2864.1207331707287,2864.1207331707287,2864.1207331707287,-1284.316763399111,-1284.316763399111,-1284.316763399111,4148.437496569839,4148.437496569839,4148.437496569839,0.0,0.0,0.0,35942.06194307699
249,2021-08-06,32874.45786544376,28311.684059761512,41477.72637318298,32874.45786544376,32874.45786544376,2086.1800047952224,2086.1800047952224,2086.1800047952224,-1284.316763395892,-1284.316763395892,-1284.316763395892,3370.4967681911144,3370.4967681911144,3370.4967681911144,0.0,0.0,0.0,34960.63787023898
250,2021-08-13,32670.974520981257,25475.08058481153,39292.8014426483,32670.974520981257,32670.974520981257,-201.96680003321387,-201.96680003321387,-201.96680003321387,-1284.3167633926732,-1284.3167633926732,-1284.3167633926732,1082.3499633594593,1082.3499633594593,1082.3499633594593,0.0,0.0,0.0,32469.007720948044
251,2021-08-20,32467.49117651876,23362.730750339648,37494.01447942073,32467.49117651876,32467.49117651876,-2139.2239318700035,-2139.2239318700035,-2139.2239318700035,-1284.3167633881262,-1284.3167633881262,-1284.3167633881262,-854.9071684818773,-854.9071684818773,-854.9071684818773,0.0,0.0,0.0,30328.267244648756
252,2021-08-27,32264.007832056264,23053.515482794857,36441.79581819469,32264.007832056264,32264.007832056264,-2701.4555614944684,-2701.4555614944684,-2701.4555614944684,-1284.3167633835797,-1284.3167633835797,-1284.3167633835797,-1417.1387981108887,-1417.1387981108887,-1417.1387981108887,0.0,0.0,0.0,29562.552270561795
253,2021-09-03,32060.524487593757,22632.54304446197,36167.82731416091,32060.524487593757,32060.524487593757,-2486.2952458315654,-2486.2952458315654,-2486.2952458315654,-1284.3167633816884,-1284.3167633816884,-1284.3167633816884,-1201.9784824498772,-1201.9784824498772,-1201.9784824498772,0.0,0.0,0.0,29574.22924176219
254,2021-09-10,31857.04114313126,22129.078989167498,35809.04379296382,31857.04114313126,31857.04114313126,-2745.3534819412257,-2745.3534819412257,-2745.3534819412257,-1284.3167633771425,-1284.3167633771425,-1284.3167633771425,-1461.036718564084,-1461.036718564084,-1461.036718564084,0.0,0.0,0.0,29111.687661190033
255,2021-09-17,31653.557798668753,20883.682792928972,34728.895094097206,31653.557798668753,31653.557798668753,-3924.4427856269454,-3924.4427856269454,-3924.4427856269454,-1284.3167633933156,-1284.3167633933156,-1284.3167633933156,-2640.1260222336296,-2640.1260222336296,-2640.1260222336296,0.0,0.0,0.0,27729.115013041806
256,2021-09-24,31450.074454206268,19563.32702901158,32987.929040612864,31450.074454206268,31450.074454206268,-5331.57122318193,-5331.57122318193,-5331.57122318193,-1284.3167633900969,-1284.3167633900969,-1284.3167633900969,-4047.2544597918322,-4047.2544597918322,-4047.2544597918322,0.0,0.0,0.0,26118.503231024337
257,2021-10-01,31246.59110974376,18924.478313484964,32069.34039263973,31246.59110974376,31246.59110974376,-6106.367038922957,-6106.367038922957,-6106.367038922957,-1284.3167633868777,-1284.3167633868777,-1284.3167633868777,-4822.05027553608,-4822.05027553608,-4822.05027553608,0.0,0.0,0.0,25140.224070820805
