,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2016-01-05,20232.613871205922,13020.359505909464,25680.594508089755,20232.613871205922,20232.613871205922,-911.4960922834518,-911.4960922834518,-911.4960922834518,1233.656841478027,1233.656841478027,1233.656841478027,-2145.152933761479,-2145.152933761479,-2145.152933761479,0.0,0.0,0.0,19321.11777892247
1,2016-01-12,20303.733530500453,13141.231029178129,27039.484022203324,20303.733530500453,20303.733530500453,13.912954407960214,13.912954407960214,13.912954407960214,1233.656841480947,1233.656841480947,1233.656841480947,-1219.7438870729868,-1219.7438870729868,-1219.7438870729868,0.0,0.0,0.0,20317.64648490841
2,2016-01-19,20374.85318979498,14115.393682616199,27609.490059603122,20374.85318979498,20374.85318979498,637.6119700395077,637.6119700395077,637.6119700395077,1233.656841478912,1233.656841478912,1233.656841478912,-596.0448714394041,-596.0448714394041,-596.0448714394041,0.0,0.0,0.0,21012.465159834486
3,2016-01-26,20445.97284908951,14732.359091005697,27782.392561760455,20445.97284908951,20445.97284908951,889.6661103524576,889.6661103524576,889.6661103524576,1233.6568414818319,1233.6568414818319,1233.6568414818319,-343.99073112937424,-343.99073112937424,-343.99073112937424,0.0,0.0,0.0,21335.638959441967
4,2016-02-02,20517.092508384038,14815.360818899419,28331.787203465785,20517.092508384038,20517.092508384038,1011.5703716946362,1011.5703716946362,1011.5703716946362,1233.6568414779126,1233.6568414779126,1233.6568414779126,-222.0864697832764,-222.0864697832764,-222.0864697832764,0.0,0.0,0.0,21528.662880078675
5,2016-02-16,20659.331826973095,16179.920877355362,29236.91015124851,20659.331826973095,20659.331826973095,2266.9493780660137,2266.9493780660137,2266.9493780660137,1233.6568414795654,1233.6568414795654,1233.6568414795654,1033.292536586448,1033.292536586448,1033.292536586448,0.0,0.0,0.0,22926.281205039108
6,2016-02-23,20730.451486267626,17667.732371223396,30125.966989544588,20730.451486267626,20730.451486267626,3210.18934228421,3210.18934228421,3210.18934228421,1233.6568414790656,1233.6568414790656,1233.6568414790656,1976.5325008051445,1976.5325008051445,1976.5325008051445,0.0,0.0,0.0,23940.640828551837
7,2016-02-29,20791.411194234366,17016.55919261856,29916.59398500497,20791.411194234366,20791.411194234366,2943.776775358675,2943.776775358675,2943.776775358675,574.941935476555,574.941935476555,574.941935476555,2368.8348398821195,2368.8348398821195,2368.8348398821195,0.0,0.0,0.0,23735.18796959304
8,2016-03-08,20872.690804856687,17129.623139537445,30557.065777203323,20872.690804856687,20872.690804856687,3194.4251676756066,3194.4251676756066,3194.4251676756066,1233.6568414807182,1233.6568414807182,1233.6568414807182,1960.7683261948882,1960.7683261948882,1960.7683261948882,0.0,0.0,0.0,24067.115972532294
9,2016-03-15,20943.810464151215,16971.628368364556,30212.67956318437,20943.810464151215,20943.810464151215,2426.893631311689,2426.893631311689,2426.893631311689,1233.6568414767987,1233.6568414767987,1233.6568414767987,1193.2367898348903,1193.2367898348903,1193.2367898348903,0.0,0.0,0.0,23370.704095462905
10,2016-03-22,21014.930123445745,16269.344851336173,29397.98483842248,21014.930123445745,21014.930123445745,2100.4403150965854,2100.4403150965854,2100.4403150965854,1233.6568414797189,1233.6568414797189,1233.6568414797189,866.7834736168668,866.7834736168668,866.7834736168668,0.0,0.0,0.0,23115.37043854233
11,2016-03-29,21086.049780902496,17000.909914596603,30653.193796134205,21086.049780902496,21086.049780902496,2596.9603389180475,2596.9603389180475,2596.9603389180475,1233.6568414792193,1233.6568414792193,1233.6568414792193,1363.3034974388281,1363.3034974388281,1363.3034974388281,0.0,0.0,0.0,23683.010119820545
12,2016-04-05,21157.169438359244,18041.82123978412,31650.863557711848,21157.169438359244,21157.169438359244,3593.093464742271,3593.093464742271,3593.093464742271,1233.6568414813714,1233.6568414813714,1233.6568414813714,2359.436623260899,2359.436623260899,2359.436623260899,0.0,0.0,0.0,24750.262903101517
13,2016-04-12,21228.289095815995,19384.114614396916,32379.46150787023,21228.289095815995,21228.289095815995,4517.711650554071,4517.711650554071,4517.711650554071,1233.6568414774522,1233.6568414774522,1233.6568414774522,3284.0548090766183,3284.0548090766183,3284.0548090766183,0.0,0.0,0.0,25746.000746370068
14,2016-04-19,21299.408753272746,20141.705272380543,32797.55147856118,21299.408753272746,21299.408753272746,5166.313671247547,5166.313671247547,5166.313671247547,1233.6568414803721,1233.6568414803721,1233.6568414803721,3932.656829767175,3932.656829767175,3932.656829767175,0.0,0.0,0.0,26465.722424520292
15,2016-04-26,21370.528410729497,20365.9824373324,33792.17080282139,21370.528410729497,21370.528410729497,5739.182616693114,5739.182616693114,5739.182616693114,1233.6568414825247,1233.6568414825247,1233.6568414825247,4505.52577521059,4505.52577521059,4505.52577521059,0.0,0.0,0.0,27109.71102742261
16,2016-05-03,21441.648068186245,21491.960044843112,34560.793522495864,21441.648068186245,21441.648068186245,6352.821015129884,6352.821015129884,6352.821015129884,1233.6568414778374,1233.6568414778374,1233.6568414778374,5119.164173652046,5119.164173652046,5119.164173652046,0.0,0.0,0.0,27794.46908331613
17,2016-05-10,21512.767725642996,22040.49617341804,34492.94443538926,21512.767725642996,21512.767725642996,6763.885008299254,6763.885008299254,6763.885008299254,1233.6568414807575,1233.6568414807575,1233.6568414807575,5530.228166818497,5530.228166818497,5530.228166818497,0.0,0.0,0.0,28276.65273394225
18,2016-05-17,21583.887383099747,21840.49263088091,34592.25060273849,21583.887383099747,21583.887383099747,6721.3750877181665,6721.3750877181665,6721.3750877181665,1233.6568414794901,1233.6568414794901,1233.6568414794901,5487.718246238676,5487.718246238676,5487.718246238676,0.0,0.0,0.0,28305.262470817914
19,2016-05-24,21655.007040556495,21166.324399342328,34786.27753670323,21655.007040556495,21655.007040556495,6436.302878273933,6436.302878273933,6436.302878273933,1233.6568414789904,1233.6568414789904,1233.6568414789904,5202.646036794944,5202.646036794944,5202.646036794944,0.0,0.0,0.0,28091.309918830426
20,2016-05-31,21726.12669670558,21784.113680460938,34673.62107876745,21726.12669670558,21726.12669670558,6395.792106015683,6395.792106015683,6395.792106015683,1233.6568414784908,1233.6568414784908,1233.6568414784908,5162.135264537192,5162.135264537192,5162.135264537192,0.0,0.0,0.0,28121.918802721266
21,2016-06-07,21797.246352854672,21602.3170660805,35204.63718600421,21797.246352854672,21797.246352854672,6608.241511455137,6608.241511455137,6608.241511455137,1233.656841481411,1233.656841481411,1233.656841481411,5374.584669973727,5374.584669973727,5374.584669973727,0.0,0.0,0.0,28405.48786430981
22,2016-06-14,21868.36600900376,21878.02429898948,34492.29872592696,21868.36600900376,21868.36600900376,6281.979393491131,6281.979393491131,6281.979393491131,1233.6568414801434,1233.6568414801434,1233.6568414801434,5048.322552010987,5048.322552010987,5048.322552010987,0.0,0.0,0.0,28150.34540249489
23,2016-06-21,21939.485665152843,19814.567879684582,32965.50946235745,21939.485665152843,21939.485665152843,4607.067306500387,4607.067306500387,4607.067306500387,1233.6568414796436,1233.6568414796436,1233.6568414796436,3373.410465020743,3373.410465020743,3373.410465020743,0.0,0.0,0.0,26546.55297165323
24,2016-06-28,22010.605321301933,17015.009445272968,30332.324986738357,22010.605321301933,22010.605321301933,1938.7450669332163,1938.7450669332163,1938.7450669332163,1233.656841479144,1233.656841479144,1233.656841479144,705.0882254540725,705.0882254540725,705.0882254540725,0.0,0.0,0.0,23949.35038823515
