,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
13,2021-10-14,56110.82247010764,55858.094554687435,56370.967730259115,56110.82247010764,56110.82247010764,2.151815347886961,2.151815347886961,2.151815347886961,2.151815347886961,2.151815347886961,2.151815347886961,0.0,0.0,0.0,56112.97428545553
14,2021-10-15,56010.04394944335,55724.639689347365,56251.69237015326,56010.04394944335,56010.04394944335,-6.852146681638593,-6.852146681638593,-6.852146681638593,-6.852146681638593,-6.852146681638593,-6.852146681638593,0.0,0.0,0.0,56003.191802761714
15,2021-10-18,55707.70838745048,55446.87349854877,55995.28683408148,55707.70838745048,55707.70838745048,8.896050976016177,8.896050976016177,8.896050976016177,8.896050976016177,8.896050976016177,8.896050976016177,0.0,0.0,0.0,55716.6044384265
16,2021-10-19,55606.92983277872,55334.43501509231,55872.39039006667,55606.92983277872,55606.92983277872,5.267833943295062,5.267833943295062,5.267833943295062,5.267833943295062,5.267833943295062,5.267833943295062,0.0,0.0,0.0,55612.197666722015
17,2021-10-20,55506.15127810695,55246.53496595914,55752.052118006126,55506.15127810695,55506.15127810695,-13.776401599025313,-13.776401599025313,-13.776401599025313,-13.776401599025313,-13.776401599025313,-13.776401599025313,0.0,0.0,0.0,55492.37487650792
18,2021-10-21,55405.37272343518,55137.80309680405,55672.057812277024,55405.37272343518,55405.37272343518,2.151815347892441,2.151815347892441,2.151815347892441,2.151815347892441,2.151815347892441,2.151815347892441,0.0,0.0,0.0,55407.52453878307
19,2021-10-22,55304.59416876342,55031.91319012179,55598.74237573906,55304.59416876342,55304.59416876342,-6.852146681653359,-6.852146681653359,-6.852146681653359,-6.852146681653359,-6.852146681653359,-6.852146681653359,0.0,0.0,0.0,55297.742022081766
20,2021-10-25,55002.25850474812,54729.03382121409,55307.74929704675,55002.25850474812,55002.25850474812,8.896050976051802,8.896050976051802,8.896050976051802,8.896050976051802,8.896050976051802,8.896050976051802,0.0,0.0,0.0,55011.15455572417
21,2021-10-26,54901.479950076355,54647.448843239516,55172.259264038636,54901.479950076355,54901.479950076355,5.267833943332805,5.267833943332805,5.267833943332805,5.267833943332805,5.267833943332805,5.267833943332805,0.0,0.0,0.0,54906.74778401969
22,2021-10-27,54800.70139540458,54520.00233548728,55052.089027871436,54800.70139540458,54800.70139540458,-13.776401599009642,-13.776401599009642,-13.776401599009642,-13.776401599009642,-13.776401599009642,-13.776401599009642,0.0,0.0,0.0,54786.92499380557
23,2021-10-28,54699.92284073282,54421.30688010546,54971.591323187924,54699.92284073282,54699.92284073282,2.151815347897921,2.151815347897921,2.151815347897921,2.151815347897921,2.151815347897921,2.151815347897921,0.0,0.0,0.0,54702.07465608072
24,2021-10-29,54631.645219114864,54351.907030969334,54904.548970763535,54631.645219114864,54631.645219114864,-6.852146681649589,-6.852146681649589,-6.852146681649589,-6.852146681649589,-6.852146681649589,-6.852146681649589,0.0,0.0,0.0,54624.79307243321
25,2021-11-01,54426.812354261005,54158.86335308756,54703.648038113904,54426.812354261005,54426.812354261005,8.896050975993523,8.896050975993523,8.896050975993523,8.896050975993523,8.896050975993523,8.896050975993523,0.0,0.0,0.0,54435.708405237
26,2021-11-02,54358.53473264306,54101.765166625184,54658.71123980513,54358.53473264306,54358.53473264306,5.267833943293146,5.267833943293146,5.267833943293146,5.267833943293146,5.267833943293146,5.267833943293146,0.0,0.0,0.0,54363.802566586346
27,2021-11-03,54290.2571110251,54021.52231746374,54562.862952089024,54290.2571110251,54290.2571110251,-13.77640159901675,-13.77640159901675,-13.77640159901675,-13.77640159901675,-13.77640159901675,-13.77640159901675,0.0,0.0,0.0,54276.48070942608
28,2021-11-04,54221.979489407146,53947.14175027163,54502.82325411533,54221.979489407146,54221.979489407146,2.1518153478761732,2.1518153478761732,2.1518153478761732,2.1518153478761732,2.1518153478761732,2.1518153478761732,0.0,0.0,0.0,54224.13130475502
29,2021-11-05,54153.70186778919,53870.702328744235,54406.623050183174,54153.70186778919,54153.70186778919,-6.8521466816643555,-6.8521466816643555,-6.8521466816643555,-6.8521466816643555,-6.8521466816643555,-6.8521466816643555,0.0,0.0,0.0,54146.84972110752
30,2021-11-08,53948.86900293533,53697.315025912576,54225.32809152908,53948.86900293533,53948.86900293533,8.89605097602915,8.89605097602915,8.89605097602915,8.89605097602915,8.89605097602915,8.89605097602915,0.0,0.0,0.0,53957.76505391136
31,2021-11-09,53880.591381317376,53592.214749161314,54166.59534597702,53880.591381317376,53880.591381317376,5.267833943292188,5.267833943292188,5.267833943292188,5.267833943292188,5.267833943292188,5.267833943292188,0.0,0.0,0.0,53885.859215260665
32,2021-11-10,53849.72543719039,53573.15397565543,54120.80389867518,53849.72543719039,53849.72543719039,-13.77640159901326,-13.77640159901326,-13.77640159901326,-13.77640159901326,-13.77640159901326,-13.77640159901326,0.0,0.0,0.0,53835.94903559138
33,2021-11-11,53818.859493063406,53539.92504842808,54102.91651434707,53818.859493063406,53818.859493063406,2.1518153478792974,2.1518153478792974,2.1518153478792974,2.1518153478792974,2.1518153478792974,2.1518153478792974,0.0,0.0,0.0,53821.01130841129
34,2021-11-12,53787.993548936414,53516.30934379435,54020.787780506595,53787.993548936414,53787.993548936414,-6.852146681642046,-6.852146681642046,-6.852146681642046,-6.852146681642046,-6.852146681642046,-6.852146681642046,0.0,0.0,0.0,53781.14140225477
35,2021-11-15,53695.39571655546,53458.62748182729,53964.4966787291,53695.39571655546,53695.39571655546,8.896050976021337,8.896050976021337,8.896050976021337,8.896050976021337,8.896050976021337,8.896050976021337,0.0,0.0,0.0,53704.29176753148
36,2021-11-16,53664.529772428476,53386.13372728064,53936.94924421426,53664.529772428476,53664.529772428476,5.26783394329123,5.26783394329123,5.26783394329123,5.26783394329123,5.26783394329123,5.26783394329123,0.0,0.0,0.0,53669.797606371765
37,2021-11-17,53633.66382830149,53348.121576386504,53879.55010435476,53633.66382830149,53633.66382830149,-13.776401599020375,-13.776401599020375,-13.776401599020375,-13.776401599020375,-13.776401599020375,-13.776401599020375,0.0,0.0,0.0,53619.88742670247
38,2021-11-18,53602.797884174506,53338.33926709886,53877.65891242343,53602.797884174506,53602.797884174506,2.1518153478871342,2.1518153478871342,2.1518153478871342,2.1518153478871342,2.1518153478871342,2.1518153478871342,0.0,0.0,0.0,53604.949699522396
39,2021-11-19,53579.05895843052,53303.82677044046,53834.353964597,53579.05895843052,53579.05895843052,-6.852146681656814,-6.852146681656814,-6.852146681656814,-6.852146681656814,-6.852146681656814,-6.852146681656814,0.0,0.0,0.0,53572.20681174886
40,2021-11-22,53507.842181198575,53248.80110264096,53787.3181601219,53507.842181198575,53507.842181198575,8.89605097605696,8.89605097605696,8.89605097605696,8.89605097605696,8.89605097605696,8.89605097605696,0.0,0.0,0.0,53516.73823217463
41,2021-11-23,53484.10325545459,53230.19311264492,53778.855037941394,53484.10325545459,53484.10325545459,5.267833943290271,5.267833943290271,5.267833943290271,5.267833943290271,5.267833943290271,5.267833943290271,0.0,0.0,0.0,53489.37108939788
42,2021-11-24,53460.36432971061,53183.86408676012,53717.302739131665,53460.36432971061,53460.36432971061,-13.7764015990047,-13.7764015990047,-13.7764015990047,-13.7764015990047,-13.7764015990047,-13.7764015990047,0.0,0.0,0.0,53446.58792811161
43,2021-11-25,53436.625403966624,53171.940581328825,53710.022771014366,53436.625403966624,53436.625403966624,2.1518153478902575,2.1518153478902575,2.1518153478902575,2.1518153478902575,2.1518153478902575,2.1518153478902575,0.0,0.0,0.0,53438.777219314514
